"product_id","theme_id","product_name","category","sub_category","platform","review_id","rating","sentiment","tag","content","created_at","source"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-16","2","negative","续航发热","连续拍照和导航时耗电明显，机身也会有温热感。","近 31 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-17","5","positive","影像表现","主摄白天成像稳定，长焦拍远处细节也够用。","近 46 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-18","5","positive","履约服务","天猫发货信息清楚，预计 2 天送达。","近 34 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-19","5","positive","体验","发货速度快，包装也比较完整。","近 23 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-20","4","positive","价格","券后价格比线下便宜一些。","近 30 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-21","3","negative","售后规则","退换仍需按“7 天无理由，退货运费险”执行，拆封或使用前要先确认条件。","近 61 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-22","5","positive","性能流畅","高刷屏配合系统动画很流畅，重度使用也少见卡顿。","近 5 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-23","5","positive","影像表现","视频防抖和收音表现不错，日常记录比较省心。","近 58 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-taobao-2","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 天猫 618 活动款","3C 数码","手机","天猫 · Apple 品牌天猫官方旗舰店","3c-phone-iphone17pro-taobao-2-24","5","positive","履约服务","7 天无理由，退货运费险，下单前能比较明确地判断售后成本。","近 36 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-1","5","positive","体验","实物和页面描述基本一致，整体满意。","近 77 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-2","5","positive","价格","活动价入手比较划算，性价比可以。","近 5 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-3","2","negative","细节","部分细节和预期有差距，下单前要看清规格。","近 21 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-4","3","negative","售后","退换流程需要按平台规则走，不算特别快。","近 40 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-5","5","positive","性能流畅","日常切换应用很顺，拍照和视频处理速度也快。","近 22 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-6","5","positive","影像表现","主摄白天成像稳定，长焦拍远处细节也够用。","近 7 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-7","5","positive","履约服务","拼多多发货信息清楚，预计 3-5 天送达。","近 51 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-8","5","positive","体验","发货速度快，包装也比较完整。","近 72 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-9","5","positive","价格","券后价格比线下便宜一些。","近 37 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-10","3","negative","续航发热","连续拍照和导航时耗电明显，机身也会有温热感。","近 71 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-11","4","positive","性能流畅","高刷屏配合系统动画很流畅，重度使用也少见卡顿。","近 79 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-12","5","positive","影像表现","视频防抖和收音表现不错，日常记录比较省心。","近 71 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-13","2","negative","售后规则","退换仍需按“支持退换，需核对激活与拆封规则”执行，拆封或使用前要先确认条件。","近 84 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-14","5","positive","履约服务","支持退换，需核对激活与拆封规则，下单前能比较明确地判断售后成本。","近 52 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-15","5","positive","体验","实物和页面描述基本一致，整体满意。","近 2 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-16","5","positive","价格","活动价入手比较划算，性价比可以。","近 14 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-17","3","negative","细节","客服解释比较慢，急用要提前确认。","近 84 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-18","4","positive","性能流畅","日常切换应用很顺，拍照和视频处理速度也快。","近 42 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-19","5","positive","影像表现","主摄白天成像稳定，长焦拍远处细节也够用。","近 14 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-20","5","positive","履约服务","拼多多发货信息清楚，预计 3-5 天送达。","近 64 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-21","3","negative","售后","赠品和主商品分开发货，等待时间更久。","近 82 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-22","4","positive","体验","发货速度快，包装也比较完整。","近 21 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-23","2","negative","续航发热","重度使用一天需要补电，长时间游戏时发热较明显。","近 59 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-pdd-4","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 拼多多 618 活动款","3C 数码","手机","拼多多 · Apple 百亿补贴品牌好货店","3c-phone-iphone17pro-pdd-4-24","5","positive","价格","券后价格比线下便宜一些。","近 31 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-1","2","negative","细节","部分细节和预期有差距，下单前要看清规格。","近 61 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-2","5","positive","体验","实物和页面描述基本一致，整体满意。","近 6 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-3","2","negative","售后","退换流程需要按平台规则走，不算特别快。","近 23 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-4","5","positive","价格","活动价入手比较划算，性价比可以。","近 15 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-5","5","positive","性能流畅","日常切换应用很顺，拍照和视频处理速度也快。","近 3 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-6","5","positive","影像表现","主摄白天成像稳定，长焦拍远处细节也够用。","近 65 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-7","5","positive","履约服务","京东发货信息清楚，次日送达。","近 39 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-8","5","positive","体验","发货速度快，包装也比较完整。","近 87 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-9","5","positive","价格","券后价格比线下便宜一些。","近 80 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-10","5","positive","性能流畅","高刷屏配合系统动画很流畅，重度使用也少见卡顿。","近 71 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-11","4","positive","影像表现","视频防抖和收音表现不错，日常记录比较省心。","近 54 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-12","5","positive","履约服务","7 天无理由，支持上门取件，下单前能比较明确地判断售后成本。","近 46 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-13","5","positive","体验","实物和页面描述基本一致，整体满意。","近 28 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-14","5","positive","价格","活动价入手比较划算，性价比可以。","近 59 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-15","5","positive","性能流畅","日常切换应用很顺，拍照和视频处理速度也快。","近 50 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-16","5","positive","影像表现","主摄白天成像稳定，长焦拍远处细节也够用。","近 19 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-17","5","positive","履约服务","京东发货信息清楚，次日送达。","近 48 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-18","5","positive","体验","发货速度快，包装也比较完整。","近 14 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-19","3","negative","续航发热","连续拍照和导航时耗电明显，机身也会有温热感。","近 42 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-20","5","positive","价格","券后价格比线下便宜一些。","近 1 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-21","5","positive","性能流畅","高刷屏配合系统动画很流畅，重度使用也少见卡顿。","近 3 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-22","4","positive","影像表现","视频防抖和收音表现不错，日常记录比较省心。","近 46 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-23","3","negative","售后规则","退换仍需按“7 天无理由，支持上门取件”执行，拆封或使用前要先确认条件。","近 7 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-jd-1","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 京东 618 活动款","3C 数码","手机","京东 · Apple 京东自营旗舰店","3c-phone-iphone17pro-jd-1-24","5","positive","履约服务","7 天无理由，支持上门取件，下单前能比较明确地判断售后成本。","近 80 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-amazon-5","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 亚马逊 618 活动款","3C 数码","手机","亚马逊 · Apple Amazon Global Store","3c-phone-iphone17pro-amazon-5-1","5","positive","体验","实物和页面描述基本一致，整体满意。","近 87 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-amazon-5","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 亚马逊 618 活动款","3C 数码","手机","亚马逊 · Apple Amazon Global Store","3c-phone-iphone17pro-amazon-5-2","4","positive","价格","活动价入手比较划算，性价比可以。","近 21 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-amazon-5","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 亚马逊 618 活动款","3C 数码","手机","亚马逊 · Apple Amazon Global Store","3c-phone-iphone17pro-amazon-5-3","3","negative","细节","部分细节和预期有差距，下单前要看清规格。","近 73 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-amazon-5","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 亚马逊 618 活动款","3C 数码","手机","亚马逊 · Apple Amazon Global Store","3c-phone-iphone17pro-amazon-5-4","5","positive","性能流畅","日常切换应用很顺，拍照和视频处理速度也快。","近 82 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-amazon-5","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 亚马逊 618 活动款","3C 数码","手机","亚马逊 · Apple Amazon Global Store","3c-phone-iphone17pro-amazon-5-5","5","positive","影像表现","主摄白天成像稳定，长焦拍远处细节也够用。","近 10 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-amazon-5","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 亚马逊 618 活动款","3C 数码","手机","亚马逊 · Apple Amazon Global Store","3c-phone-iphone17pro-amazon-5-6","5","positive","履约服务","亚马逊发货信息清楚，预计 7-12 天送达。","近 36 天","基于商品字段生成的拟真模拟评论"
"3c-phone-iphone17pro-amazon-5","3c-phone-iphone17pro","Apple iPhone 17 Pro 256GB 星雾蓝 亚马逊 618 活动款","3C 数码","手机","亚马逊 · Apple Amazon Global Store","3c-phone-iphone17pro-amazon-5-7","3","negative","售后","退换流程需要按平台规则走，不算特别快。","近 69 天","基于商品字段生成的拟真模拟评论"
